title	score	num_comm	created	content
Long Island legislator and doctor arrested in sex-for-drugs sting	115	9	2020-10-22 13:46:21	
Rescued hiker hit her head and became disoriented early in her trip to Zion National Park, daughter says	119	51	2020-10-19 23:47:25	
CDC reports almost 300,000 more deaths in 2020 than expected	7614	657	2020-10-25 11:46:29	
Children killed in attack on Cameroonian school	131	12	2020-10-24 20:36:09	
CDC to passengers and workers: Wear a mask when you are on a plane, train, bus or other public transit	115	24	2020-10-20 02:03:46	
Hospitalization data flawed in Missouri, perhaps elsewhere	118	13	2020-10-24 01:56:49	
Argentina becomes 5th country to surpass 1 million coronavirus cases	113	7	2020-10-20 05:48:24	
Coronavirus latest: 185,639 cases in Ohio; 88,247 in Kentucky; 150,664 in Indiana	108	37	2020-10-20 22:08:15	
Coronavirus: Supermarkets in Wales have cordoned off 'non-essential items' - shoppers are furious	129	54	2020-10-24 18:36:44	
Woman found alive after being declared dead has now died, family say	111	15	2020-10-20 00:32:51	
Couple confirmed dead in East Troublesome fire; family says they “left this world together and on their own terms”	148	34	2020-10-25 00:35:43	
L.A. Phil Cancels All Walt Disney Concert Hall Live Events Up Through June 2021	105	17	2020-10-21 04:45:06	
Police: Ballots stolen from Camas mailboxes, returned to owners	105	5	2020-10-20 21:00:11	
Russia's cyber-attack plan for Olympics part of a familiar pattern	108	5	2020-10-19 23:28:01	
Sudan agrees to normalize relations with Israel - report	107	39	2020-10-22 16:22:04	
Worldwide coronavirus cases cross 41,990,000, death toll at 1,140,145	105	52	2020-10-24 08:16:39	
U.S. Marine charged for allegedly 'providing material support' to Hamas	103	24	2020-10-21 00:21:10	
Waukegan police say shooting that killed Unarmed Black teen was in self-defense; protesters question it	105	62	2020-10-22 22:32:42	
Israel, UAE to sign agreement for 28 weekly flights	100	18	2020-10-18 22:03:09	
#ENDSARS: Despite Video Evidence, Nigerian Army Denies Shooting Peaceful Protesters	97	7	2020-10-21 09:53:33	
Canadian baby with spinal muscular atrophy to get ‘world’s most expensive drug	97	54	2020-10-21 05:40:39	
Five arrested during Saturday night protest in Seattle	95	11	2020-10-19 08:27:14	
Australian law enforcement examine Vatican money trail	95	1	2020-10-21 16:37:09	
Authorities fear high winds, dry conditions will spread Northern California wildfires this weekend	140	17	2020-10-25 03:04:22	
"NAPLES: riots against the lockdown: violent clashes against the police to the cry of ""freedom""."	100	32	2020-10-24 06:52:59	
Afghan bombing: Kabul education centre attack kills at least 18	119	8	2020-10-24 23:43:33	
Total Of 23 Afghan Soldiers Killed In Taliban Attack In Country's South-West - Source	93	12	2020-10-23 13:49:47	
Berkshire Hathaway to pay $4.1 million to settle alleged Iran sanctions violations	91	22	2020-10-20 19:34:39	
With Covid-19 Under Control, China’s Economy Surges Ahead	95	130	2020-10-19 06:07:47	
Sudan becomes third Arab state to set aside hostilities with Israel this year	95	41	2020-10-24 06:35:30	
Adidas plans to sell ailing Reebok business within months - manager magazin	86	36	2020-10-22 20:21:19	
French minister associates women-only swimming hours with 'terrorist ideology'	110	60	2020-10-24 20:44:36	
Azerbaijan: US Embassy issues advisory warning of possible terrorist threat in Baku	98	3	2020-10-24 23:29:18	
NASCAR reinstates driver Kyle Larson after he was suspended for saying a racial slur	82	43	2020-10-20 08:16:31	
Animals spared of sacrifice in pandemic-hit Odisha	92	9	2020-10-24 18:10:11	
Nagorno-Karabakh conflict: 'Execution' video prompts war crime probe	83	16	2020-10-24 10:37:23	
Small tsunami generated by magnitude 7.5 earthquake that prompted evacuation orders	78	23	2020-10-20 08:28:48	
Michigan reports 1,586 more coronavirus cases, 22* deaths	77	12	2020-10-21 00:42:35	
GMs official run at Tesla starts with its electric hummer debut Tuesday night	76	195	2020-10-20 21:43:57	
Cruise ship rescues 24 people from boat off Florida coast	77	17	2020-10-18 22:42:57	
Deaths after flu shots in S.Korea fan fears, but authorities find no link	77	14	2020-10-21 15:08:16	
Fukushima water release could change human DNA, Greenpeace warns	85	98	2020-10-24 18:56:31	
Lawsuit filed against US Dept of Labour over new H1B visa rules	71	35	2020-10-20 12:47:29	
Judge orders hearing to decide if Jennifer Dulos is dead	77	28	2020-10-23 16:24:37	
Russia says it hopes to resolve differences on extending nuclear arms pact with U.S.	71	24	2020-10-21 16:04:52	
Aldi extends its recall of Roosters Southern Fried Poppin’ Chicken and Roosters Breaded Poppin' Chicken because of the possible presence of salmonella	69	3	2020-10-23 00:16:03	
Family of hiker missing for 2 weeks in Mount Rainier park pushes for search to continue	82	19	2020-10-24 19:37:21	
Nigeria’s Buhari says dozens dead in unrest following anti-police abuse protests	75	1	2020-10-24 11:07:45	
Vaccine storage issues could leave 3B people without access	67	35	2020-10-19 23:24:53	
Turkey rejects US pressure over Russian S-400 defense system	80	17	2020-10-24 20:50:27	
Chinese soldier captured in Ladakh, India says will be returned	69	2	2020-10-19 17:18:00	
Osiris-Rex: Nasa asteroid mission confident of success	66	10	2020-10-22 05:36:30	
(Indiana) Lafayette Police address the hiring and firing of officer tied to Neo-Nazi group	68	11	2020-10-20 08:29:17	
Exclusive: Wells Fargo explores sale of asset management business - sources	66	8	2020-10-23 04:33:07	
Family of Secoriea Turner suing city of Atlanta for $16 million	64	26	2020-10-21 00:53:49	
Phishing groups are collecting user data, email and banking passwords via fake voter registration forms | ZDNet	71	16	2020-10-24 05:50:15	
GM to invest $2 billion in Spring Hill plant to build electric vehicles	65	10	2020-10-20 23:23:50	
Goodbye, Asbestos, hello, Val-des-Sources: town's new name revealed	63	13	2020-10-20 16:40:32	
Xi vows to speed up army modernization as U.S.-China tensions mount	64	101	2020-10-23 17:45:18	
Doctors in South Korea call for flu vaccinations to be paused after 25 deaths | South Korea	65	15	2020-10-22 20:16:47	
900 Prisoners Freed From Congo Jail After Attack	61	4	2020-10-20 11:28:03	
India-China dispute: India hands over soldier who crossed border.	58	1	2020-10-21 18:17:35	
China angered by U.S. arms sales to Taiwan, threatens sanctions	63	28	2020-10-23 17:43:26	
Top Palestinian official Saeb Erekat in 'serious' condition	60	7	2020-10-19 00:20:55	
OSHP, Piqua Police investigating claims a group wanted to arrest DeWine for tyranny	64	9	2020-10-24 08:15:33	
Tanzania confirms 1st attack by Mozambique-based extremists	61	1	2020-10-24 00:48:21	
Saltwater crocodile retrieved from Queensland residence after fisherman took it home from local dam	52	6	2020-10-22 11:49:58	
DR Congo jail break: Islamist ADF rebels free 1,300 inmates	55	7	2020-10-20 18:39:46	
PG&E shut-offs will affect 5 Bay Area counties	56	12	2020-10-22 08:56:13	
Pregnancy bias law does not cover Disney dad, says judge	50	16	2020-10-21 04:43:22	
UK to infect healthy volunteers in vaccine research trial	53	12	2020-10-20 23:37:30	
Azerbaijan, Armenia say U.S. to host talks over territorial dispute	52	11	2020-10-20 18:39:42	
South Africa's health minister tests positive for COVID-19	56	2	2020-10-19 15:38:30	
Coronavirus: North Korea warnings over 'yellow dust coming from China'	54	24	2020-10-23 11:08:09	
Opposition fears of autocracy as Sri Lankan President gains more powers	56	1	2020-10-23 14:11:43	
Joint Chiefs members cleared to return to work at Pentagon after self-quarantine	52	0	2020-10-20 17:41:38	
‘Ignition of new war:’ Sudan political parties reject Israel deal	58	21	2020-10-24 17:04:40	
U.S. suspends Turkey visa services after reports on potential attacks	53	1	2020-10-23 16:41:15	
Magpie attack in Sale left woman with serious eye damage days before man was swooped	47	17	2020-10-20 02:09:20	
Farmer sustains serious burns in runaway Free State veld fire	49	3	2020-10-22 00:04:38	
Space Force Gets Ready to Train First Enlisted Recruits	48	52	2020-10-20 00:23:12	
Video shows alleged assault on LTC bus operator over mask dispute	51	6	2020-10-22 15:18:00	
Israel uncovers tunnel from Gaza, military says holds Hamas responsible	48	24	2020-10-21 08:18:18	
Wild boar family killed by police in Rome children's playground	48	44	2020-10-19 18:03:37	
Justice Dept.: 127 suspected MS-13 members charged this year	45	27	2020-10-24 07:26:25	
#ENDSARS: Lagos Government Confirms Killing Of Unarmed Protesters In Lekki	48	0	2020-10-21 03:49:57	
Afghan air strike hits religious school as Taliban mount attacks, officials say	42	1	2020-10-22 14:06:43	
University of Miami Tracked Protesters With Video Surveillance	48	8	2020-10-20 23:05:11	
WATCH: Crew Rescues Alaska Deer Stranded in Cold Water	45	3	2020-10-20 04:26:50	
Shots fired in central Fresno, large police presence	45	13	2020-10-19 10:28:52	
Opposition activist leaves embassy haven to flee Venezuela	53	6	2020-10-24 20:43:38	
U.S. single-family homebuilding, permits surge to more than 13-year high	40	47	2020-10-20 21:22:10	
Hyundai NZ recalls Kona electric car due to battery fire risk	46	14	2020-10-24 08:42:50	
Austria's postal service is printing special Covid-19 stamps -- on toilet paper	43	8	2020-10-24 13:48:46	
Former Goldman Sacks chair of Australia's corporate watchdog ASIC will step aside. Deputy chair also compromised.	45	4	2020-10-24 05:12:43	
McDonald's urges dismissal of Black former franchisees' discrimination lawsuit	42	11	2020-10-24 04:54:32	
AstraZeneca resumes U.S. COVID-19 vaccine trial and next week J&J prepares to do same	42	13	2020-10-24 07:46:54	
American Airlines plans flights with Boeing 737 Max by year-end	39	17	2020-10-19 19:36:42	
WHO: Countries on ‘dangerous track’ in COVID-19 pandemic	52	6	2020-10-24 23:05:53	
Newspaper sues WVU over closed meetings	37	0	2020-10-22 18:18:55	
U.S. Borders With Canada And Mexico Will Stay Closed Another Month	36	13	2020-10-20 03:23:43	
Africa's COVID-19 death toll nears 40,000: Africa CDC	36	6	2020-10-20 03:47:38	
Tesla sets revenue record, makes profit thanks to pollution credit sales to rivals	34	11	2020-10-22 16:59:30	
1 HPD sergeant killed, 1 wounded in shooting at apartment complex in SW Houston	36	18	2020-10-20 22:50:01	
Federal government asks court to keep Canada-U.S. pact to prevent ‘influx of refugee claimants’	34	12	2020-10-19 20:49:33	
Azerbaijan: Cluster Munitions Used in Nagorno-Karabakh	35	3	2020-10-23 10:42:55	
2 Kauai restaurants ban tourists from dining rooms	33	9	2020-10-20 01:37:16	
Palestinian teenager dies after being acutely beaten by Israeli soldiers	541	210	2020-10-25 12:10:55	
Mans hangs off side of Chicago's Trump Tower for 13 hours before being taken into custody	33	12	2020-10-20 04:57:02	
Thailand lifts emergency measures aimed at stopping protests	31	1	2020-10-22 09:45:06	
U.S. shale mergers accelerate, as Pioneer-Parsley deal joins roster	33	0	2020-10-21 04:12:19	
Sainsbury’s recalls by Sainsbury’s Cooked Mussels because of contamination with Salmonella	33	5	2020-10-24 01:01:36	
Italian fishers become pawns in Libya's domestic conflict	29	5	2020-10-20 06:18:56	
Absentee voting hits record level in Alabama. As of this week, more than 145,000 absentee votes have already been cast	348	43	2020-10-25 11:00:05	
S.C. pastor pleaded guilty to assault charges in Spartanburg Co.	29	0	2020-10-22 08:13:02	
UK: Census to ask about sexual orientation for the first time	34	38	2020-10-24 19:01:36	
Iran plans to export arms with sanctions off | DW | 22.10.2020	27	13	2020-10-23 23:18:14	
NASA's OSIRIS-REx will play 'tag' with asteroid Bennu to collect samples today. But will it succeed?	25	10	2020-10-20 22:59:09	
3 states targeted in Iranian email scheme report no evidence of breaches	25	3	2020-10-23 12:21:16	
New clashes in Nagorno-Karabakh after Washington talks	27	2	2020-10-24 20:19:12	
AUS research team patents breast cancer treatment	20	5	2020-10-23 10:37:21	
4 new COVID-19 cases in Singapore, no locally transmitted infections	18	1	2020-10-19 23:50:35	
American Airlines plans customer tours of Boeing 737 Max and pilot calls to boost confidence in jets	50	57	2020-10-25 10:49:17	
US reports second-highest day of coronavirus cases since the pandemic began. The highest day was Friday	40987	2447	2020-10-25 13:49:07	
Treaty to ban nuclear weapons made official with 50th UN signatory	474	155	2020-10-25 13:15:27	
Martin County School Board hears dozens of heated comments over proposed LGBT proclamation	8	7	2020-10-21 10:47:45	
Engineers design a heated face mask to filter and inactivate coronaviruses	183	43	2020-10-25 13:44:11	
Matt Hancock seen in chauffeur-driven car without mask	0	4	2020-10-19 21:10:02	
Spotify, Apple Music, Deezer and YouTube all found recently hosting racist music	0	91	2020-10-23 13:26:31	
